fold,max_depth,max_features,min_samples_split,min_samples_leaf,bootstrap,f1
3,10.0,sqrt,5,5,True,0.7585118243871609
3,10.0,sqrt,10,5,True,0.7585118243871609
3,10.0,sqrt,2,10,True,0.7180970609685599
3,10.0,sqrt,5,10,True,0.7180970609685599
3,10.0,sqrt,10,10,True,0.7180970609685599
3,10.0,log2,2,1,True,0.600449629267932
3,10.0,log2,5,1,True,0.5962796625951878
3,10.0,log2,10,1,True,0.5874975641746487
3,10.0,log2,2,2,True,0.6076150996797317
3,10.0,log2,5,2,True,0.5721538310929759
3,10.0,log2,10,2,True,0.5451169084251989
3,10.0,log2,2,5,True,0.5307921587849722
3,10.0,log2,5,5,True,0.5307921587849722
3,10.0,log2,10,5,True,0.5307921587849722
3,10.0,log2,2,10,True,0.47978738446354036
3,10.0,log2,5,10,True,0.47978738446354036
3,10.0,log2,10,10,True,0.47978738446354036
3,10.0,0.1,2,1,True,0.8249841045542254
3,10.0,0.1,5,1,True,0.8193559946106044
3,10.0,0.1,10,1,True,0.7959363610796047
3,10.0,0.1,2,2,True,0.8012039424366298
3,10.0,0.1,5,2,True,0.8201736273979853
