hgdp_id,population_id,population_name,country_of_origin,geo_region_of_origin,genotyping_id,sex
1227,622,Mongola,China,EAST_ASIA,632,M
1228,622,Mongola,China,EAST_ASIA,633,M
1229,622,Mongola,China,EAST_ASIA,634,M
1230,622,Mongola,China,EAST_ASIA,635,M
1231,622,Mongola,China,EAST_ASIA,636,F
1232,622,Mongola,China,EAST_ASIA,637,F
1337,625,Naxi,China,EAST_ASIA,700,M
1338,625,Naxi,China,EAST_ASIA,701,M
1339,625,Naxi,China,EAST_ASIA,702,M
1340,625,Naxi,China,EAST_ASIA,703,M
1341,625,Naxi,China,EAST_ASIA,704,M
1342,625,Naxi,China,EAST_ASIA,705,M
1345,625,Naxi,China,EAST_ASIA,708,F
1346,625,Naxi,China,EAST_ASIA,709,F
1297,629,Uygur,China,CENTRAL_SOUTH_ASIA,658,M
1298,629,Uygur,China,CENTRAL_SOUTH_ASIA,659,M
1299,629,Uygur,China,CENTRAL_SOUTH_ASIA,660,M
1300,629,Uygur,China,CENTRAL_SOUTH_ASIA,661,M
1301,629,Uygur,China,CENTRAL_SOUTH_ASIA,662,M
1302,629,Uygur,China,CENTRAL_SOUTH_ASIA,663,M
1303,629,Uygur,China,CENTRAL_SOUTH_ASIA,664,M
1304,629,Uygur,China,CENTRAL_SOUTH_ASIA,665,M
1305,629,Uygur,China,CENTRAL_SOUTH_ASIA,666,F
1306,629,Uygur,China,CENTRAL_SOUTH_ASIA,667,F
711,677,Cambodian,Cambodia,EAST_ASIA,780,M
712,677,Cambodian,Cambodia,EAST_ASIA,782,F
713,677,Cambodian,Cambodia,EAST_ASIA,783,F
714,677,Cambodian,Cambodia,EAST_ASIA,784,M
715,677,Cambodian,Cambodia,EAST_ASIA,785,M
719,677,Cambodian,Cambodia,EAST_ASIA,789,F
720,677,Cambodian,Cambodia,EAST_ASIA,790,M
721,677,Cambodian,Cambodia,EAST_ASIA,791,F
747,684,Japanese,Japan,EAST_ASIA,746,M
748,684,Japanese,Japan,EAST_ASIA,747,M
749,684,Japanese,Japan,EAST_ASIA,748,M
750,684,Japanese,Japan,EAST_ASIA,749,M
751,684,Japanese,Japan,EAST_ASIA,750,M
752,684,Japanese,Japan,EAST_ASIA,751,M
753,684,Japanese,Japan,EAST_ASIA,752,M
754,684,Japanese,Japan,EAST_ASIA,753,F
755,684,Japanese,Japan,EAST_ASIA,754,M
756,684,Japanese,Japan,EAST_ASIA,755,F
757,684,Japanese,Japan,EAST_ASIA,756,M
758,684,Japanese,Japan,EAST_ASIA,757,M
759,684,Japanese,Japan,EAST_ASIA,758,M
760,684,Japanese,Japan,EAST_ASIA,759,F
761,684,Japanese,Japan,EAST_ASIA,760,F
762,684,Japanese,Japan,EAST_ASIA,761,M
763,684,Japanese,Japan,EAST_ASIA,762,M
764,684,Japanese,Japan,EAST_ASIA,763,M
765,684,Japanese,Japan,EAST_ASIA,764,F
766,684,Japanese,Japan,EAST_ASIA,765,M
767,684,Japanese,Japan,EAST_ASIA,766,M
768,684,Japanese,Japan,EAST_ASIA,768,M
769,684,Japanese,Japan,EAST_ASIA,770,M
771,684,Japanese,Japan,EAST_ASIA,772,F
772,684,Japanese,Japan,EAST_ASIA,773,F
773,684,Japanese,Japan,EAST_ASIA,774,F
790,684,Japanese,Japan,EAST_ASIA,775,M
791,684,Japanese,Japan,EAST_ASIA,776,M
828,684,Japanese,Japan,EAST_ASIA,777,M
945,699,Yakut,Siberia,EAST_ASIA,721,M
946,699,Yakut,Siberia,EAST_ASIA,722,M
947,699,Yakut,Siberia,EAST_ASIA,723,M
948,699,Yakut,Siberia,EAST_ASIA,724,M
949,699,Yakut,Siberia,EAST_ASIA,725,M
950,699,Yakut,Siberia,EAST_ASIA,726,M
951,699,Yakut,Siberia,EAST_ASIA,727,M
952,699,Yakut,Siberia,EAST_ASIA,728,M
953,699,Yakut,Siberia,EAST_ASIA,729,M
954,699,Yakut,Siberia,EAST_ASIA,730,M
955,699,Yakut,Siberia,EAST_ASIA,731,F
956,699,Yakut,Siberia,EAST_ASIA,732,F
957,699,Yakut,Siberia,EAST_ASIA,733,F
958,699,Yakut,Siberia,EAST_ASIA,734,M
959,699,Yakut,Siberia,EAST_ASIA,735,F
960,699,Yakut,Siberia,EAST_ASIA,736,M
961,699,Yakut,Siberia,EAST_ASIA,737,M
962,699,Yakut,Siberia,EAST_ASIA,738,M
963,699,Yakut,Siberia,EAST_ASIA,739,F
964,699,Yakut,Siberia,EAST_ASIA,740,M
965,699,Yakut,Siberia,EAST_ASIA,741,M
966,699,Yakut,Siberia,EAST_ASIA,742,F
967,699,Yakut,Siberia,EAST_ASIA,743,F
968,699,Yakut,Siberia,EAST_ASIA,744,M
969,699,Yakut,Siberia,EAST_ASIA,745,M
